PassengerId,Survived
1149,0.16150789
1150,0.21809433
1151,0.22761616
1152,0.09892705
1153,0.22761616
1154,0.11769196
1155,0.47658136
1156,0.13227285
1157,0.19717227
1158,0.09255371
1159,0.19717227
1160,0.19541134
1161,0.2731236
1162,0.058595404
1163,0.21926102
1164,0.16537936
1165,0.20966582
1166,0.20567279
1167,0.2004708
1168,0.14035198
1169,0.069970876
1170,0.121354595
1171,0.1903271
1172,0.20513937
1173,0.46173543
1174,0.21735623
1175,0.36698374
1176,0.46280035
1177,0.10592776
1178,0.19717227
1179,0.17669052
1180,0.20567279
1181,0.19717227
1182,0.09255371
1183,0.16170137
1184,0.20567279
1185,0.033933938
1186,0.10592776
1187,0.1786447
1188,0.43167034
1189,0.21416022
1190,0.13498132
1191,0.15344948
1192,0.1312399
1193,0.13940226
1194,0.05886761
1195,0.19717227
1196,0.21735623
1197,0.017494889
1198,0.115719214
1199,0.4672647
1200,0.030168884
1201,0.060841233
1202,0.26123118
1203,0.22623138
1204,0.19717227
1205,0.11196216
1206,0.03440298
1207,0.2981947
1208,0.029576944
1209,0.22000378
1210,0.16990456
1211,0.19833948
1212,0.1786447
1213,0.19592564
1214,0.15566076
1215,0.11508133
1216,0.0819982
1217,0.20696543
1218,0.29972446
1219,0.058595404
1220,0.12798232
1221,0.1998649
1222,0.040362
1223,0.08694767
1224,0.20567279
1225,0.24000522
1226,0.16990453
1227,0.13498132
1228,0.113512054
1229,0.083738014
1230,0.16381282
1231,0.20567279
1232,0.23060514
1233,0.1312399
1234,0.1900226
1235,0.027516685
1236,0.1827123
1237,0.2830776
1238,0.15566076
1239,0.0986041
1240,0.17230472
1241,0.1185982
1242,0.058671035
1243,0.16381282
1244,0.23060514
1245,0.03682516
1246,0.4526804
1247,0.044253454
1248,0.027139125
1249,0.19717227
1250,0.21926102
1251,0.13877425
1252,0.26294822
1253,0.16496986
1254,0.1185982
1255,0.16990453
1256,0.17393555
1257,0.18831058
1258,0.198291
1259,0.21522215
1260,0.058671035
1261,0.13940226
1262,0.1926411
1263,0.13277173
1264,0.04689509
1265,0.05817716
1266,0.031653967
1267,0.061391253
1268,0.2239926
1269,0.1998649
1270,0.033044573
1271,0.4321056
1272,0.21926102
1273,0.19917275
1274,0.19541132
1275,0.23916022
1276,0.1331815
1277,0.14722477
1278,0.19717227
1279,0.027277457
1280,0.25204474
1281,0.4164693
1282,0.1927275
1283,0.039441988
1284,0.29607996
1285,0.04895938
1286,0.14480156
1287,0.23404482
1288,0.21926102
1289,0.04727299
1290,0.21711342
1291,0.15509208
1292,0.13368332
1293,0.07830213
1294,0.20130455
1295,0.25580242
1296,0.06659088
1297,0.21865222
1298,0.17444673
1299,0.042544786
1300,0.21735623
1301,0.4521245
1302,0.21735623
1303,0.09923769
1304,0.16000202
1305,0.19717227
1306,0.086065695
1307,0.092381544
1308,0.19717227
1309,0.19073747
