PassengerId,Survived
1174,0.98496234
1175,0.83215785
1176,0.5863143
1177,0.99704295
1178,0.9793753
1179,0.97365856
1180,0.98331153
1181,0.9793753
1182,0.99724907
1183,0.9943032
1184,0.98331153
1185,0.9997819
1186,0.99704295
1187,0.98503727
1188,0.52752084
1189,0.98801
1190,0.9914193
1191,0.9907804
1192,0.99433184
1193,0.99279964
1194,0.99921215
1195,0.9793753
1196,0.98496234
1197,0.99996245
1198,0.98937196
1199,0.577827
1200,0.99984264
1201,0.9991615
1202,0.94686604
1203,0.9770116
1204,0.9793753
1205,0.9981772
1206,0.99987376
1207,0.9542885
1208,0.9998939
1209,0.9559397
1210,0.9872636
1211,0.9802101
1212,0.98503727
1213,0.9857907
1214,0.9855224
1215,0.9947259
1216,0.99786633
1217,0.9758041
1218,0.91254944
1219,0.9994892
1220,0.9888637
1221,0.96782404
1222,0.9995696
1223,0.99839896
1224,0.98331153
1225,0.961019
1226,0.9872636
1227,0.9914193
1228,0.99451727
1229,0.9985499
1230,0.98299706
1231,0.98331153
1232,0.94852394
1233,0.99433184
1234,0.97618777
1235,0.99993324
1236,0.9796893
1237,0.9265924
1238,0.9855224
1239,0.99815065
1240,0.9800402
1241,0.9930727
1242,0.99944264
1243,0.98299706
1244,0.94852394
1245,0.99957436
1246,0.5164942
1247,0.99967015
1248,0.9999417
1249,0.9793753
1250,0.98599213
1251,0.9907799
1252,0.91894686
1253,0.9813199
1254,0.9930727
1255,0.9872636
1256,0.98018116
1257,0.9762176
1258,0.9792032
1259,0.97062624
1260,0.99944264
1261,0.99279964
1262,0.96005803
1263,0.99367416
1264,0.9996117
1265,0.9992242
1266,0.99981326
1267,0.9993537
1268,0.97805804
1269,0.96782404
1270,0.9998542
1271,0.65413934
1272,0.98599213
1273,0.9898565
1274,0.9785138
1275,0.9484748
1276,0.99108106
1277,0.97355413
1278,0.9793753
1279,0.99990714
1280,0.97733444
1281,0.78080446
1282,0.97356266
1283,0.9997403
1284,0.8831682
1285,0.9995246
1286,0.99357176
1287,0.9339404
1288,0.98599213
1289,0.9995726
1290,0.9716324
1291,0.99549234
1292,0.99078476
1293,0.9974177
1294,0.9766759
1295,0.93252265
1296,0.99895704
1297,0.9694174
1298,0.97086537
1299,0.9997131
1300,0.98496234
1301,0.62460524
1302,0.98496234
1303,0.9975036
1304,0.9885719
1305,0.9793753
1306,0.9982797
1307,0.9980324
1308,0.9793753
1309,0.9821123
